genome	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC
vamb_cage_treat_C06_HR_vae_16915	2193	2090	32	genus	0.94	0.89	0.12	0.08	0.17	0.72	0.65	True
vamb_cage_treat_C06_HT_vae_3256	2148	2048	57	genus	0.95	0.9	0.09	0.09	0.2	0.77	0.69	True
vamb_cage_treat_C06_HT_vae_457	1879	1564	21	family	0.85	0.71	0.06	0.05	0.09	0.6	0.42	True
vamb_cage_treat_C06_HT_vae_504	1794	1477	46	order	0.86	0.71	0.06	0.18	0.46	0.52	0.37	True
vamb_cage_treat_C06_OP_vae_1469	2211	2137	338	class	0.98	0.94	0.18	0.22	0.52	0.95	0.89	True
vamb_cage_treat_C06_OP_vae_2464	2005	1872	59	family	0.95	0.88	0.09	0.2	0.51	0.66	0.59	True
vamb_cage_treat_C06_OP_vae_2747	2411	2244	143	family	0.93	0.87	0.12	0.27	0.78	0.66	0.58	True
vamb_cage_treat_C06_OP_vae_552	1292	1137	51	genus	0.79	0.69	0.08	0.52	2.36	0.57	0.39	True
vamb_cage_treat_C10_CD_vae_1319	1928	1632	23	class	0.89	0.75	0.05	0.45	1.43	0.53	0.39	True
vamb_cage_treat_C10_CD_vae_1490	3463	3225	77	genus	0.73	0.68	0.11	0.41	1.64	0.7	0.48	True
vamb_cage_treat_C10_CD_vae_538	1997	1942	57	kingdom	1.0	0.97	0.0	0.0	0.0	0.95	0.93	True
vamb_cage_treat_C10_CD_vae_960	1629	1345	13	genus	0.65	0.54	0.02	0.65	4.66	0.53	0.28	True
vamb_cage_treat_C10_CR_vae_1076	4055	3859	122	genus	0.84	0.8	0.09	0.38	1.18	0.8	0.64	True
vamb_cage_treat_C10_CR_vae_4897	2622	2504	53	family	0.94	0.9	0.21	0.12	0.27	0.75	0.67	True
vamb_cage_treat_C10_CR_vae_5003	3943	3695	169	family	0.89	0.83	0.09	0.5	1.78	0.67	0.56	True
vamb_cage_treat_C10_CR_vae_5309	3756	3597	267	class	0.98	0.94	0.12	0.2	0.48	0.68	0.64	True
vamb_cage_treat_C10_HR_vae_1121	4338	3937	310	class	0.97	0.88	0.25	0.29	0.75	0.64	0.56	True
vamb_cage_treat_C10_HR_vae_12804	3589	3484	291	genus	0.92	0.89	0.62	0.03	0.05	0.97	0.87	False
vamb_cage_treat_C10_HR_vae_1587	3738	3493	84	genus	0.72	0.67	0.07	0.41	1.68	0.7	0.47	True
vamb_cage_treat_C10_HR_vae_4383	3259	3068	78	genus	0.77	0.73	0.05	0.67	3.59	0.69	0.5	True
vamb_cage_treat_C10_HR_vae_5479	3491	3272	116	class	0.97	0.91	0.05	0.11	0.24	0.66	0.6	True
vamb_cage_treat_C10_HR_vae_859	1639	1347	175	genus	0.65	0.53	0.17	0.33	1.11	0.55	0.29	True
vamb_cage_treat_C10_OP_vae_12880	4177	4062	135	kingdom	1.0	0.97	0.0	0.0	0.0	0.92	0.9	True
vamb_cage_treat_C10_OP_vae_1368	3296	3119	89	genus	0.69	0.65	0.04	0.72	5.53	0.65	0.43	True
vamb_cage_treat_C10_OP_vae_2401	2961	2835	229	genus	0.75	0.72	0.16	0.39	1.52	0.69	0.5	True
vamb_cage_treat_C10_OP_vae_256	1650	1338	92	class	0.96	0.78	0.09	0.42	1.37	0.58	0.45	True
vamb_cage_treat_C10_OP_vae_295	3309	3158	104	class	0.96	0.92	0.1	0.05	0.1	0.67	0.62	True
vamb_cage_treat_C10_OP_vae_4406	3272	3118	431	class	0.94	0.9	0.16	0.03	0.06	0.66	0.6	True
vamb_cage_treat_C11_CR_vae_1015	1929	1801	86	genus	0.94	0.88	0.04	0.21	0.59	0.65	0.57	True
vamb_cage_treat_C11_CR_vae_13630	3446	3348	344	genus	0.83	0.81	0.18	0.36	1.21	0.79	0.64	True
vamb_cage_treat_C11_CR_vae_15801	2392	2273	130	class	0.97	0.93	0.13	0.34	0.82	0.78	0.72	True
vamb_cage_treat_C11_CR_vae_16418	3325	3177	77	genus	0.77	0.73	0.09	0.33	1.09	0.73	0.53	True
vamb_cage_treat_C11_CR_vae_16882	2441	2326	76	family	0.9	0.86	0.16	0.06	0.13	0.8	0.69	True
vamb_cage_treat_C11_CR_vae_414	4273	4260	48	genus	0.96	0.96	0.01	0.32	0.76	0.99	0.95	True
vamb_cage_treat_C11_HR_vae_1325	2346	2245	35	kingdom	1.0	0.96	0.0	0.0	0.0	0.96	0.91	True
vamb_cage_treat_C11_HR_vae_1338	2036	1951	246	order	0.98	0.94	0.22	0.25	0.61	0.79	0.74	True
vamb_cage_treat_C11_HR_vae_5726	2664	2479	84	genus	0.67	0.63	0.09	0.56	2.73	0.65	0.41	True
vamb_cage_treat_C11_HT_vae_1580	1969	1848	105	family	0.94	0.88	0.12	0.12	0.28	0.67	0.59	True
vamb_cage_treat_C11_HT_vae_4716	2468	2307	14	family	0.94	0.88	0.03	0.11	0.26	0.72	0.63	True
vamb_cage_treat_C11_OP_vae_1624	3206	2894	72	genus	0.8	0.72	0.28	0.04	0.09	0.8	0.58	True
vamb_cage_treat_C11_OP_vae_2262	3881	3475	219	genus	0.77	0.69	0.13	0.58	2.01	0.66	0.45	True
vamb_cage_treat_C11_OP_vae_2483	4334	4227	115	genus	0.9	0.88	0.16	0.15	0.35	0.95	0.84	True
vamb_cage_treat_C11_OP_vae_7296	4781	4451	196	family	0.92	0.86	0.09	0.15	0.37	0.72	0.62	True
vamb_cage_treat_C12_CD_vae_10183	3050	2890	520	genus	0.83	0.79	0.13	0.56	2.99	0.68	0.53	True
vamb_cage_treat_C12_CD_vae_12881	3334	3164	154	genus	0.7	0.67	0.08	0.68	5.63	0.68	0.45	True
vamb_cage_treat_C12_CD_vae_1556	2604	2441	312	class	0.94	0.88	0.17	0.16	0.38	0.66	0.58	True
vamb_cage_treat_C12_CD_vae_233	3479	3306	126	genus	0.81	0.77	0.12	0.23	0.62	0.77	0.59	True
vamb_cage_treat_C12_CR_vae_1194	2520	2446	179	family	0.96	0.94	0.19	0.06	0.12	0.96	0.9	True
vamb_cage_treat_C12_CR_vae_229	3211	3068	57	family	0.95	0.91	0.02	0.31	0.8	0.8	0.73	True
vamb_cage_treat_C12_HR_vae_1725	2731	2628	198	class	0.97	0.93	0.15	0.33	0.8	0.65	0.61	True
vamb_cage_treat_C12_HR_vae_7538	3269	3089	83	genus	0.81	0.77	0.05	0.53	2.58	0.67	0.51	True
vamb_cage_treat_C12_HT_vae_221	2584	2380	106	family	0.92	0.85	0.09	0.26	0.73	0.64	0.54	True
vamb_cage_treat_C12_HT_vae_3259	1716	1464	24	phylum	0.95	0.81	0.04	0.28	0.71	0.52	0.42	True
vamb_cage_treat_C12_OP_vae_315	3459	3270	97	genus	0.78	0.74	0.04	0.6	3.61	0.66	0.48	True
vamb_cage_treat_C12_OP_vae_5425	2742	2473	150	genus	0.73	0.65	0.09	0.57	2.89	0.67	0.44	True
vamb_cage_treat_C12_OP_vae_5780	2221	2064	360	class	0.96	0.89	0.28	0.34	0.82	0.78	0.69	True
vamb_cage_treat_C12_OP_vae_610	3579	3377	36	class	0.96	0.91	0.03	0.11	0.24	0.66	0.6	True
vamb_long_C03M1_vae_1056	4765	4457	105	class	0.97	0.91	0.11	0.27	0.71	0.65	0.59	True
vamb_long_C03M1_vae_16416	2565	2517	154	family	0.98	0.96	0.17	0.11	0.24	0.96	0.92	True
vamb_long_C03M1_vae_641	2968	2745	169	genus	0.69	0.64	0.14	0.55	2.66	0.67	0.43	True
vamb_long_C03M1_vae_7918	3000	2845	55	class	0.96	0.91	0.03	0.11	0.23	0.66	0.6	True
vamb_long_C03M2_vae_13899	2337	2211	193	class	0.97	0.92	0.21	0.34	0.82	0.77	0.7	True
vamb_long_C03M2_vae_1437	3893	3770	94	kingdom	1.0	0.97	0.0	0.0	0.0	0.91	0.88	True
vamb_long_C03M2_vae_159	4564	4245	142	class	0.93	0.86	0.11	0.02	0.05	0.65	0.56	True
vamb_long_C03M2_vae_388	3095	2940	66	class	0.96	0.91	0.1	0.36	0.85	0.66	0.6	True
vamb_long_C03M2_vae_416	2339	2243	31	family	0.94	0.9	0.05	0.15	0.36	0.73	0.66	True
vamb_long_C03M2_vae_601	3726	3485	92	genus	0.7	0.65	0.06	0.68	5.52	0.67	0.44	True
vamb_long_C03M2_vae_6535	2633	2476	207	class	0.95	0.89	0.12	0.16	0.37	0.66	0.58	True
vamb_long_C03M3_vae_1043	1703	1405	34	order	0.83	0.68	0.07	0.44	1.31	0.52	0.35	True
vamb_long_C03M3_vae_17856	3574	3299	147	class	0.96	0.89	0.16	0.34	0.82	0.68	0.6	True
vamb_long_C03M3_vae_21537	3532	3343	78	family	0.93	0.88	0.21	0.1	0.23	0.79	0.69	True
vamb_long_C03M3_vae_30	3453	3220	115	genus	0.81	0.76	0.05	0.55	2.78	0.68	0.51	True
vamb_long_C03M3_vae_4874	4169	4008	116	genus	0.83	0.8	0.11	0.4	1.46	0.8	0.64	True
vamb_long_C03M3_vae_5424	1720	1418	49	phylum	0.96	0.79	0.11	0.08	0.17	0.51	0.41	True
vamb_long_C03M3_vae_58	1818	1451	4	kingdom	1.0	0.79	0.0	0.0	0.0	0.51	0.41	True
vamb_long_C03M3_vae_587	3256	3053	320	class	0.95	0.9	0.26	0.32	0.77	0.65	0.58	True
vamb_long_C03M4_vae_15476	2486	2229	252	phylum	0.96	0.86	0.15	0.03	0.07	0.57	0.49	True
vamb_long_C03M4_vae_1659	2505	2384	196	genus	0.8	0.76	0.14	0.48	1.89	0.68	0.51	True
vamb_long_C03M4_vae_4633	1429	1221	31	family	0.78	0.66	0.01	0.71	3.82	0.52	0.35	True
vamb_long_C03M4_vae_784	2586	2410	115	order	0.97	0.9	0.21	0.1	0.21	0.8	0.72	True
vamb_long_C03M5_vae_19583	1983	1844	71	family	0.95	0.88	0.1	0.19	0.5	0.66	0.58	True
vamb_long_C03M5_vae_7411	2653	2448	390	family	0.91	0.84	0.18	0.27	0.76	0.64	0.54	True
vamb_long_C05M1_vae_13214	4322	4048	135	genus	0.77	0.72	0.12	0.32	0.96	0.75	0.54	True
vamb_long_C05M1_vae_15820	3566	3342	116	order	0.94	0.88	0.1	0.04	0.08	0.68	0.6	True
vamb_long_C05M1_vae_2380	2025	1895	118	family	0.94	0.88	0.18	0.13	0.3	0.67	0.59	True
vamb_long_C05M1_vae_317	1624	1325	45	order	0.88	0.72	0.05	0.16	0.41	0.52	0.37	True
vamb_long_C05M1_vae_4614	3938	3759	72	genus	0.76	0.72	0.1	0.35	1.19	0.73	0.53	True
vamb_long_C05M1_vae_5516	4458	4157	102	order	0.92	0.86	0.08	0.03	0.07	0.66	0.57	True
vamb_long_C05M1_vae_6076	2950	2768	210	class	0.96	0.91	0.19	0.39	0.91	0.77	0.69	True
vamb_long_C05M2_vae_16103	3830	3523	194	class	0.98	0.9	0.24	0.31	0.79	0.65	0.58	True
vamb_long_C05M3_vae_1521	3890	3709	257	genus	0.76	0.72	0.12	0.61	3.42	0.68	0.49	True
vamb_long_C05M4_vae_16532	3477	3286	60	genus	0.8	0.76	0.05	0.53	2.6	0.67	0.5	True
vamb_long_C05M4_vae_17114	3597	3399	95	genus	0.77	0.73	0.06	0.63	3.29	0.7	0.51	True
vamb_long_C05M4_vae_20057	2584	2463	72	genus	0.91	0.87	0.2	0.1	0.23	0.75	0.65	True
vamb_long_C05M4_vae_3651	2221	2064	140	genus	0.91	0.84	0.13	0.13	0.32	0.67	0.57	True
vamb_long_C05M5_vae_16955	2316	2207	53	class	0.94	0.9	0.05	0.19	0.43	0.65	0.58	True
vamb_long_C05M5_vae_17393	3956	3850	95	genus	0.93	0.91	0.18	0.06	0.13	0.97	0.89	True
vamb_long_C05M5_vae_21148	2219	2062	147	class	0.96	0.89	0.14	0.35	0.84	0.76	0.68	True
vamb_long_C05M5_vae_39	2076	1956	71	family	0.94	0.88	0.06	0.15	0.38	0.64	0.56	True
vamb_long_C05M5_vae_4152	1726	1434	26	class	0.88	0.73	0.07	0.45	1.38	0.51	0.38	True
vamb_long_C05M5_vae_6962	1569	1335	68	genus	0.56	0.48	0.08	0.52	2.52	0.52	0.25	True
vamb_long_C05M5_vae_7388	2347	2185	45	family	0.94	0.88	0.03	0.16	0.41	0.64	0.56	True
vamb_long_C05M5_vae_978	4511	4251	88	family	0.92	0.86	0.08	0.1	0.22	0.75	0.65	True
vamb_long_C06M1_vae_13751	3619	3454	247	genus	0.79	0.75	0.19	0.21	0.6	0.78	0.58	True
vamb_long_C06M1_vae_2949	3866	3671	135	genus	0.81	0.77	0.11	0.25	0.72	0.76	0.58	True
vamb_long_C06M2_vae_133	3313	3135	76	genus	0.71	0.67	0.03	0.74	5.93	0.65	0.44	True
vamb_long_C06M2_vae_15533	4610	4467	548	genus	0.81	0.78	0.37	0.18	0.41	0.94	0.74	True
vamb_long_C06M2_vae_1846	2765	2564	49	family	0.96	0.89	0.08	0.11	0.24	0.78	0.7	True
vamb_long_C06M2_vae_22007	2369	2189	86	family	0.94	0.87	0.09	0.19	0.49	0.65	0.56	True
vamb_long_C06M2_vae_444	1692	1638	9	family	0.94	0.91	0.04	0.06	0.12	0.77	0.7	True
vamb_long_C06M3_C06M3_vae_1672	1317	1155	53	genus	0.78	0.69	0.09	0.52	2.4	0.57	0.39	True
vamb_long_C06M4_vae_22445	4590	4275	192	family	0.93	0.86	0.11	0.16	0.38	0.71	0.61	True
vamb_long_C06M4_vae_5628	2251	2160	341	family	0.95	0.91	0.23	0.23	0.56	0.95	0.87	True
vamb_long_C06M5_C06M5_vae_1154	2048	2005	75	genus	0.97	0.95	0.47	0.03	0.06	0.96	0.92	False
vamb_long_C06M5_C06M5_vae_351	1876	1562	20	family	0.85	0.71	0.06	0.05	0.09	0.6	0.42	True
vamb_long_C06M5_C06M5_vae_5756	3751	3503	161	order	0.91	0.85	0.11	0.04	0.08	0.67	0.57	True
vamb_long_C06M5_C06M5_vae_5819	3218	3144	47	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
vamb_long_C10F1_vae_1071	3206	3060	97	class	0.97	0.92	0.1	0.05	0.1	0.67	0.62	True
vamb_long_C10F1_vae_238	3721	3524	127	genus	0.83	0.78	0.14	0.27	0.76	0.77	0.6	True
vamb_long_C10F1_vae_5286	1591	1319	161	genus	0.66	0.55	0.17	0.33	1.11	0.55	0.3	True
vamb_long_C10F1_vae_724	2542	2473	44	family	0.95	0.93	0.06	0.06	0.14	0.96	0.89	True
vamb_long_C10F1_vae_8693	2742	2629	193	genus	0.75	0.72	0.15	0.39	1.52	0.69	0.5	True
vamb_long_C10F2_vae_2929	1597	1328	9	genus	0.65	0.54	0.02	0.65	4.6	0.53	0.29	True
vamb_long_C10F2_vae_30755	2109	2012	63	genus	0.91	0.87	0.13	0.05	0.1	0.77	0.67	True
vamb_long_C10F2_vae_3777	1796	1504	184	order	0.83	0.7	0.15	0.45	1.3	0.53	0.37	True
vamb_long_C10F3_vae_11601	3179	2999	92	class	0.97	0.92	0.04	0.11	0.25	0.66	0.61	True
vamb_long_C10F3_vae_182	1956	1904	54	kingdom	1.0	0.97	0.0	0.0	0.0	0.96	0.93	True
vamb_long_C10F3_vae_247	2172	2073	27	genus	0.92	0.88	0.13	0.05	0.12	0.73	0.64	True
vamb_long_C10F3_vae_25476	3912	3751	70	class	0.96	0.92	0.06	0.17	0.39	0.69	0.64	True
vamb_long_C10F3_vae_28153	3925	3686	83	genus	0.72	0.67	0.07	0.41	1.69	0.7	0.47	True
vamb_long_C10F3_vae_30	2131	1978	49	family	0.94	0.87	0.02	0.25	0.66	0.65	0.56	True
vamb_long_C10F4_vae_19790	3374	3150	90	genus	0.74	0.69	0.12	0.41	1.65	0.7	0.48	True
vamb_long_C10F4_vae_47	1597	1300	83	class	0.96	0.78	0.07	0.41	1.33	0.58	0.45	True
vamb_long_C10F5_vae_1461	4081	3896	121	genus	0.86	0.82	0.1	0.4	1.31	0.8	0.66	True
vamb_long_C10F5_vae_18548	4256	4138	503	family	0.95	0.92	0.37	0.21	0.5	0.94	0.87	True
vamb_long_C10F5_vae_18565	3084	2941	397	class	0.94	0.9	0.16	0.03	0.06	0.66	0.59	True
vamb_long_C10F5_vae_19384	3663	3502	76	order	0.93	0.89	0.06	0.03	0.07	0.68	0.6	True
vamb_long_C10F5_vae_732	4038	3849	122	family	0.94	0.89	0.15	0.12	0.28	0.75	0.67	True
vamb_long_C11F1_vae_1119	3320	3133	53	genus	0.77	0.73	0.05	0.68	3.61	0.69	0.5	True
vamb_long_C11F1_vae_1833	1967	1816	100	genus	0.89	0.82	0.1	0.17	0.41	0.65	0.54	True
vamb_long_C11F1_vae_2277	3005	2885	437	genus	0.86	0.83	0.31	0.17	0.42	0.82	0.68	True
vamb_long_C11F1_vae_2313	3889	3467	513	class	0.96	0.86	0.2	0.02	0.04	0.64	0.55	True
vamb_long_C11F2_C11F2_vae_143	2332	2230	38	kingdom	1.0	0.96	0.0	0.0	0.0	0.96	0.92	True
vamb_long_C11F2_C11F2_vae_2607	4273	4260	48	genus	0.96	0.96	0.01	0.32	0.76	0.99	0.95	True
vamb_long_C11F4_vae_1743	1993	1860	91	genus	0.93	0.87	0.04	0.22	0.61	0.65	0.57	True
vamb_long_C11F4_vae_19836	2012	1890	62	family	0.94	0.88	0.02	0.37	0.95	0.68	0.6	True
vamb_long_C11F4_vae_2879	3278	3110	94	genus	0.83	0.79	0.11	0.2	0.53	0.77	0.6	True
vamb_long_C11F5_vae_10964	2464	2279	147	genus	0.91	0.84	0.12	0.32	1.05	0.67	0.56	True
vamb_long_C11F5_vae_16201	3074	2840	124	genus	0.8	0.74	0.25	0.04	0.07	0.8	0.59	True
vamb_long_C11F5_vae_20246	2830	2598	175	genus	0.71	0.66	0.13	0.62	3.67	0.65	0.43	True
vamb_long_C11F5_vae_21910	3082	2898	161	genus	0.77	0.72	0.28	0.19	0.49	0.75	0.54	True
vamb_long_C11F5_vae_24111	3567	3328	215	class	0.96	0.9	0.22	0.46	0.99	0.75	0.68	True
vamb_long_C11F5_vae_672	3220	2897	68	genus	0.8	0.72	0.28	0.04	0.09	0.8	0.58	True
vamb_long_C11F5_vae_8351	3829	3703	408	genus	0.84	0.81	0.19	0.38	1.38	0.79	0.64	True
vamb_long_C12F1_vae_19122	3729	3659	105	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
vamb_long_C12F1_vae_21169	2191	2079	279	genus	0.83	0.79	0.24	0.12	0.29	0.74	0.58	True
vamb_long_C12F1_vae_721	3407	3220	87	genus	0.78	0.73	0.04	0.6	3.66	0.66	0.48	True
vamb_long_C12F3_vae_134	1732	1478	27	phylum	0.95	0.81	0.04	0.28	0.71	0.52	0.42	True
vamb_long_C12F3_vae_14835	3325	3262	91	kingdom	1.0	0.98	0.0	0.0	0.0	0.97	0.96	True
vamb_long_C12F3_vae_22051	3226	3084	63	class	0.97	0.92	0.1	0.29	0.71	0.67	0.61	True
vamb_long_C12F4_vae_16684	2613	2460	16	family	0.94	0.89	0.05	0.13	0.3	0.72	0.64	True
vamb_long_C12F5_vae_124	3168	3025	53	family	0.96	0.91	0.02	0.31	0.8	0.8	0.73	True
vamb_long_C12F5_vae_17965	2576	2328	127	genus	0.73	0.66	0.08	0.57	2.9	0.67	0.44	True
vamb_long_C12F5_vae_23772	3583	3381	37	class	0.96	0.91	0.03	0.11	0.24	0.66	0.6	True
vamb_treat_CD_vae_1022	4196	3909	298	genus	0.68	0.63	0.12	0.68	5.5	0.68	0.43	True
vamb_treat_CD_vae_111	2332	2227	42	kingdom	1.0	0.95	0.0	0.0	0.0	0.96	0.92	True
vamb_treat_CD_vae_1293	2988	2784	330	genus	0.78	0.73	0.28	0.14	0.34	0.75	0.54	True
vamb_treat_CD_vae_1368	3341	3185	482	genus	0.85	0.81	0.35	0.2	0.52	0.82	0.66	True
vamb_treat_CD_vae_1498	3854	3571	107	genus	0.73	0.68	0.11	0.41	1.68	0.7	0.47	True
vamb_treat_CD_vae_1692	3644	3361	362	class	0.95	0.88	0.28	0.29	0.71	0.66	0.58	True
vamb_treat_CD_vae_1766	5128	4855	207	genus	0.87	0.82	0.29	0.05	0.11	0.92	0.76	True
vamb_treat_CD_vae_2043	2271	2109	163	family	0.93	0.86	0.17	0.14	0.34	0.68	0.59	True
vamb_treat_CD_vae_2073	2842	2686	129	genus	0.9	0.85	0.32	0.14	0.32	0.75	0.63	True
vamb_treat_CD_vae_2310	3323	3258	92	kingdom	1.0	0.98	0.0	0.0	0.0	0.97	0.95	True
vamb_treat_CD_vae_2358	4718	4429	283	family	0.9	0.85	0.18	0.15	0.38	0.76	0.64	True
vamb_treat_CD_vae_260	2641	2536	436	genus	0.87	0.83	0.5	0.03	0.06	0.87	0.72	False
vamb_treat_CD_vae_2606	3140	3072	190	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.94	True
vamb_treat_CD_vae_2650	4118	3917	132	genus	0.86	0.82	0.11	0.35	0.98	0.82	0.67	True
vamb_treat_CD_vae_2800	4391	4054	813	genus	0.82	0.76	0.17	0.55	2.98	0.68	0.52	True
vamb_treat_CD_vae_2842	3261	3195	60	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.94	True
vamb_treat_CD_vae_6144	3224	3000	277	class	0.96	0.89	0.21	0.42	0.94	0.76	0.68	True
vamb_treat_CD_vae_878	4866	4725	169	genus	0.91	0.89	0.17	0.06	0.14	0.96	0.85	True
vamb_treat_CD_vae_981	1632	1346	14	genus	0.65	0.53	0.02	0.65	4.67	0.53	0.28	True
vamb_treat_CR_vae_1012	2797	2654	234	genus	0.79	0.75	0.18	0.52	2.11	0.69	0.52	True
vamb_treat_CR_vae_1030	2211	2051	118	genus	0.93	0.86	0.1	0.24	0.7	0.67	0.57	True
vamb_treat_CR_vae_1062	2129	1974	50	family	0.94	0.87	0.02	0.25	0.66	0.65	0.56	True
vamb_treat_CR_vae_1112	1912	1554	39	order	0.84	0.68	0.08	0.44	1.32	0.51	0.35	True
vamb_treat_CR_vae_1296	5287	4960	265	genus	0.85	0.8	0.16	0.42	1.5	0.8	0.64	True
vamb_treat_CR_vae_1406	4273	4260	48	genus	0.96	0.96	0.01	0.32	0.76	0.99	0.95	True
vamb_treat_CR_vae_1492	3769	3579	132	genus	0.83	0.78	0.12	0.27	0.76	0.77	0.6	True
vamb_treat_CR_vae_1512	3449	3150	186	genus	0.71	0.65	0.14	0.61	3.66	0.66	0.43	True
vamb_treat_CR_vae_1734	3981	3851	158	genus	0.84	0.81	0.15	0.38	1.39	0.8	0.65	True
vamb_treat_CR_vae_1918	5094	4613	406	order	0.96	0.87	0.28	0.26	0.66	0.65	0.57	True
vamb_treat_CR_vae_2139	3406	3201	296	class	0.96	0.9	0.23	0.34	0.81	0.67	0.6	True
vamb_treat_CR_vae_214	2600	2419	120	order	0.97	0.9	0.2	0.1	0.21	0.8	0.72	True
vamb_treat_CR_vae_2201	4217	4061	451	family	0.92	0.89	0.23	0.14	0.32	0.78	0.69	True
vamb_treat_CR_vae_2661	2785	2609	369	class	0.97	0.9	0.27	0.4	0.92	0.75	0.68	True
vamb_treat_CR_vae_2687	2918	2814	219	family	0.94	0.91	0.22	0.07	0.16	0.95	0.86	True
vamb_treat_CR_vae_3078	2588	2443	354	class	0.96	0.91	0.31	0.39	0.9	0.76	0.7	True
vamb_treat_CR_vae_330	3568	3093	616	class	0.95	0.82	0.16	0.06	0.12	0.62	0.51	True
vamb_treat_CR_vae_388	1638	1332	50	order	0.88	0.71	0.06	0.17	0.42	0.52	0.37	True
vamb_treat_CR_vae_415	1442	1233	34	phylum	0.95	0.81	0.01	0.05	0.1	0.52	0.42	True
vamb_treat_CR_vae_4218	3517	3355	85	genus	0.77	0.73	0.1	0.33	1.08	0.73	0.53	True
vamb_treat_CR_vae_4629	2897	2722	134	genus	0.91	0.86	0.37	0.18	0.47	0.77	0.66	True
vamb_treat_CR_vae_464	3522	3334	47	family	0.9	0.85	0.02	0.35	1.18	0.66	0.56	True
vamb_treat_CR_vae_498	2360	2198	48	family	0.94	0.88	0.03	0.16	0.41	0.64	0.57	True
vamb_treat_CR_vae_5176	2074	1968	97	class	0.97	0.92	0.12	0.34	0.81	0.77	0.71	True
vamb_treat_CR_vae_52	1775	1467	44	genus	0.64	0.53	0.05	0.36	1.27	0.55	0.29	True
vamb_treat_CR_vae_523	2750	2519	82	genus	0.92	0.85	0.12	0.27	0.81	0.65	0.55	True
vamb_treat_CR_vae_540	2603	2482	44	family	0.93	0.89	0.1	0.18	0.43	0.74	0.66	True
vamb_treat_CR_vae_563	3115	2877	132	genus	0.8	0.74	0.31	0.04	0.08	0.8	0.59	True
vamb_treat_CR_vae_574	3940	3713	114	family	0.94	0.89	0.17	0.13	0.3	0.79	0.7	True
vamb_treat_CR_vae_5845	2780	2580	216	class	0.96	0.89	0.19	0.38	0.88	0.76	0.68	True
vamb_treat_CR_vae_616	2247	2091	53	family	0.95	0.89	0.06	0.18	0.45	0.64	0.57	True
vamb_treat_CR_vae_65	2596	2461	511	genus	0.78	0.74	0.14	0.6	2.9	0.7	0.52	True
vamb_treat_CR_vae_697	1437	1189	45	class	0.89	0.74	0.04	0.47	1.52	0.51	0.38	True
vamb_treat_CR_vae_729	1750	1486	13	order	0.82	0.7	0.02	0.4	1.2	0.51	0.36	True
vamb_treat_CR_vae_766	3828	3572	120	genus	0.75	0.7	0.05	0.58	3.39	0.65	0.46	True
vamb_treat_CR_vae_775	1886	1582	199	order	0.82	0.69	0.15	0.45	1.29	0.53	0.37	True
vamb_treat_CR_vae_786	3742	3480	112	genus	0.8	0.74	0.06	0.53	2.62	0.68	0.51	True
vamb_treat_CR_vae_802	3517	3323	96	genus	0.7	0.66	0.03	0.71	5.27	0.66	0.44	True
vamb_treat_CR_vae_829	4607	4224	210	class	0.95	0.87	0.22	0.28	0.69	0.69	0.61	True
vamb_treat_CR_vae_856	3802	3600	68	genus	0.79	0.75	0.04	0.54	2.79	0.69	0.51	True
vamb_treat_CR_vae_869	4112	3867	122	genus	0.77	0.73	0.08	0.66	3.74	0.71	0.51	True
vamb_treat_CR_vae_9	1697	1644	6	family	0.94	0.91	0.05	0.06	0.12	0.77	0.7	True
vamb_treat_CR_vae_913	2117	2053	63	kingdom	1.0	0.97	0.0	0.0	0.0	0.95	0.92	True
vamb_treat_HR_vae_1066	2417	2269	37	genus	0.92	0.86	0.16	0.1	0.22	0.72	0.62	True
vamb_treat_HR_vae_1119	2242	2139	274	class	0.98	0.94	0.25	0.28	0.68	0.78	0.73	True
vamb_treat_HR_vae_1672	3191	2976	266	class	0.94	0.88	0.18	0.19	0.44	0.67	0.58	True
vamb_treat_HR_vae_1867	4017	3831	283	genus	0.75	0.71	0.12	0.62	3.46	0.68	0.49	True
vamb_treat_HR_vae_2225	4625	4258	173	genus	0.71	0.66	0.1	0.43	1.8	0.7	0.46	True
vamb_treat_HR_vae_2412	4281	3941	217	genus	0.76	0.7	0.13	0.66	3.82	0.69	0.49	True
vamb_treat_HR_vae_2484	3524	3210	159	class	0.94	0.86	0.1	0.16	0.38	0.65	0.56	True
vamb_treat_HR_vae_265	3347	3194	260	class	0.96	0.92	0.19	0.3	0.72	0.66	0.61	True
vamb_treat_HR_vae_4177	3071	2933	59	class	0.94	0.9	0.06	0.04	0.07	0.68	0.61	True
vamb_treat_HR_vae_4212	2613	2463	117	class	0.94	0.89	0.05	0.18	0.42	0.66	0.58	True
vamb_treat_HR_vae_476	4687	4432	91	family	0.93	0.88	0.11	0.12	0.29	0.75	0.66	True
